Siruta,Localitate,Barbati_18-24,Barbati_25-34,Barbati_35-44,Barbati_45-64,Femei_18-24,Femei_25-34,Femei_35-44,Femei_45-64
154978,ZAMBREASCA,0.286,2,64.286,16.857,3.143,6.857,2.286,3.429
154996,NENCIULESTI,0.639,1.407,35.678,53.453,1.279,2.302,1.535,2.941
155083,BECIU,0,8.245,52.926,16.755,4.521,1.33,1.862,13.83
155092,BEUCA,0.162,1.461,53.896,37.338,1.299,2.597,0.325,1.786
155109,DRACEA,0.312,1.09,27.882,62.461,1.402,2.648,0.779,2.96
155118,FANTANELE,0.586,1.758,69.336,22.461,1.953,2.734,0.391,0.781
155127,FRASINET,0,6.313,26.389,52.02,2.273,8.46,0.505,3.788
155136,PURANI,0,0.304,16.591,75.951,1.826,1.065,0.152,3.653
155145,SAELELE,0.837,1.794,77.512,12.321,2.871,1.675,0.478,2.033
155154,UDA-CLOCOCIOV,0.326,1.142,71.615,20.555,2.121,1.468,1.142,1.631
155243,MUNICIPIUL TIMISOARA,2.786,5.385,16.05,22.514,42.348,3.073,0.907,5.522
155261,DUMBRAVITA,4.45,5.206,11.818,18.303,51.702,3.099,0.522,3.225
155289,GHIRODA,1.327,6.675,16.807,31.846,29.393,4.503,0.844,7.68
155314,GIROC,0.909,5.319,14.876,19.938,46.534,4.135,0.652,6.005
155350,MUNICIPIUL LUGOJ,3.289,5.854,21.34,32.743,16.921,6.027,1.466,11.098
155403,ORAS BUZIAS,1.639,5.889,30.419,33.333,12.568,5.464,1.093,7.65
155458,ORAS DETA,5.912,3.632,25.676,31.503,16.976,2.956,1.436,7.348
155494,ORAS JIMBOLIA,5.958,4.621,17.706,31.904,16.203,3.619,0.612,18.04
155528,ORAS SANNICOLAU MARE,3.214,2.443,15.333,42.302,15.14,4.275,0.996,15.076
155546,BALINT,12.99,3.711,41.443,14.639,8.866,4.948,3.299,9.485
155591,BANLOC,1.226,3.503,31.524,32.049,8.932,7.005,2.452,12.259
155662,BARA,5.993,1.498,51.685,20.974,5.993,4.12,4.12,5.618
155724,BEBA VECHE,10.363,1.295,43.005,15.026,7.513,1.295,1.554,18.653
155760,BECICHERECU MIC,1.042,3.646,29.297,20.703,28.906,2.214,1.042,11.719
155797,BELINT,0.271,6.775,23.442,43.902,10.84,3.659,1.491,9.485
155840,BETHAUSEN,1.116,2.028,21.704,42.292,4.97,8.621,1.116,17.241
155911,BILED,0.515,5.155,18.763,40.928,17.113,3.196,0.825,12.68
155957,BARNA,1.339,4.911,48.438,12.5,2.902,6.027,1.786,20.982
156035,BOGDA,0,5.319,43.085,21.277,11.702,6.383,5.319,5.319
156106,BOLDUR,0.974,5.238,39.099,23.021,9.622,8.283,2.314,10.962
156151,BRESTOVAT,1.072,1.34,18.767,38.338,4.29,12.064,1.34,6.702
156213,CARPINIS,1.193,8.234,29.952,24.463,16.706,1.193,1.074,15.513
156259,CENAD,3.618,1.645,13.98,15.132,38.98,2.467,0.658,22.204
156277,CENEI,4.267,3.34,25.417,23.933,15.955,4.267,0.742,20.594
156311,CHEVERESU MARE,1.823,4.909,46.283,20.617,14.446,3.927,0.561,6.872
156357,ORAS CIACOVA,1.963,2.804,20.374,41.308,14.019,1.869,1.589,14.673
156437,COMLOSU MARE,1.459,2.432,44.942,14.494,8.852,1.07,1.265,24.805
156473,COSTEIU,7.432,5.246,31.694,27.213,8.852,4.918,1.311,12.787
156534,CRICIOVA,0.114,8.513,57.662,19.41,4.2,1.135,1.476,6.697
156589,CURTEA,0.935,11.838,25.234,25.857,9.969,5.919,3.115,16.511
156623,DAROVA,0.668,8.681,17.863,22.705,17.362,4.341,3.506,24.207
156669,DENTA,2.216,4.172,48.11,19.687,10.43,4.433,0.652,8.344
156712,DUDESTII VECHI,5.431,1.592,12.828,43.258,14.045,3.184,1.03,12.266
156767,DUMBRAVA,14.016,10.709,32.913,13.386,7.559,2.205,0.945,12.283
156801,ORAS FAGET,2.198,6.892,35.294,26.084,8.14,4.159,3.03,13.369
156927,FARDEA,1.893,4.475,48.881,12.392,6.368,6.368,5.336,13.941
157004,FOENI,4.988,1.247,12.219,15.96,54.613,2.993,1.496,5.237
157031,GAVOJDIA,0.391,8.724,16.276,44.792,11.849,2.083,0.521,14.453
157086,ORAS GATAIA,3.71,4.274,26.452,42.177,8.226,3.145,2.661,8.306
157193,GHIZELA,0.558,2.602,16.729,66.729,3.717,2.045,0.743,6.32
157246,GIARMATA,0.745,20.795,16.574,26.257,22.098,3.166,0.807,8.566
157273,GIERA,3.433,4.292,39.056,16.738,15.88,6.867,3.004,10.73
157317,GIULVAZ,1.21,4.234,26.008,19.758,23.185,6.048,0.605,13.105
157362,JAMU MARE,1.565,3.599,16.275,34.585,22.222,9.546,1.721,9.077
157424,JEBEL,0.234,9.24,13.801,46.433,11.462,6.784,1.287,9.942
157451,LENAUHEIM,1.044,4.176,14.037,25.174,19.026,7.309,0.58,27.842
157497,LIEBLING,1.576,6.59,20.201,25.501,22.35,3.295,1.719,17.622
157530,LOVRIN,0.758,9.596,17.298,38.258,12.626,1.894,1.01,17.298
157585,MARGINA,0.508,5.584,42.47,16.751,14.382,2.369,5.076,12.521
157683,MASLOC,1.737,2.896,26.255,34.942,13.514,5.985,3.282,9.846
157736,MANASTIUR,5.122,5.122,39.024,18.537,6.829,3.659,0.976,19.756
157781,MORAVITA,1.632,1.335,25.371,46.142,6.38,4.154,4.154,7.715
157834,MOSNITA NOUA,2.851,7.529,12.081,24.862,42.746,2.651,0.575,5.353
157898,NADRAG,0.694,3.353,55.029,16.532,9.48,1.85,1.618,10.058
157923,NITCHIDORF,1.302,3.905,39.046,20.174,18.004,2.82,4.772,8.894
157969,OHABA LUNGA,0.945,11.909,38.941,24.575,8.507,5.671,0.567,8.507
158010,ORTISOARA,2.075,6.028,23.419,21.443,22.134,4.249,3.063,16.403
158065,PECIU NOU,0.662,4.064,23.724,33.176,21.172,2.93,0.662,11.626
158109,PERIAM,0.725,2.798,31.606,19.793,16.269,4.87,1.036,22.383
158136,PIETROASA,0.202,2.02,33.333,29.293,3.636,16.566,5.051,8.889
158181,PISCHIA,1.216,8.514,25.27,31.892,13.243,4.054,1.216,13.784
158243,RACOVITA,1.208,8.575,36.473,18.357,13.768,6.401,1.208,13.043
158314,ORAS RECAS,2.09,4.618,38.892,21.293,15.119,3.5,1.556,11.181
158396,REMETEA MARE,1.245,4.979,21.853,30.567,28.769,3.873,1.383,6.086
158449,SACOSU TURCESC,5.944,11.538,15.152,28.438,19.347,4.312,2.564,11.072
158528,SATCHINEZ,1.269,6.228,16.148,33.103,12.687,5.652,1.269,22.491
158564,SACALAZ,1.38,14.748,16.794,21.646,24.5,6.993,1.189,10.657
158608,SECAS,1.818,3.636,16.364,59.394,9.091,3.636,1.212,4.242
158653,SANANDREI,1.354,5.079,14.616,31.603,29.345,4.628,1.411,10.045
158699,SANMIHAIU ROMAN,1.693,10.86,17.96,22.426,30.042,3.761,3.056,9.027
158733,SANPETRU MARE,1.007,3.188,29.53,20.302,13.087,5.369,1.174,25.503
158779,SAG,4.545,5.966,27.699,21.662,25.852,4.19,1.207,6.889
158804,STIUCA,0.965,20.579,15.756,34.566,5.145,2.572,0.804,19.453
158859,TEREMIA MARE,2.706,7.848,13.667,33.559,7.713,4.736,0.677,28.687
158895,TOMESTI,0.797,8.293,27.592,39.075,7.018,5.742,4.466,6.539
158966,TOPOLOVATU MARE,1.518,5.059,17.201,35.413,17.875,3.035,0.675,15.177
159035,TORMAC,21.331,1.365,17.065,35.666,10.41,1.536,0.853,10.58
159071,TRAIAN VUIA,1.406,8.906,42.188,13.125,5.938,7.812,5,14.688
159142,UIVAR,5.149,10.495,23.762,18.812,13.663,4.752,2.772,19.208
159213,VARIAS,3.17,1.861,7.236,9.373,13.853,47.484,0.896,15.093
159259,VICTOR VLAD DELAMARINA,0.941,6.989,37.5,24.731,8.737,4.167,2.151,13.978
159339,VOITEG,0.815,4.481,26.68,29.532,16.497,8.147,0.815,11.813
159366,BIRDA,1.333,1.926,63.704,15.556,5.926,2.519,1.333,7.407
159375,CHECEA,1.712,1.712,10.959,43.493,6.849,2.397,2.055,28.767
159384,DUDESTII NOI,0.434,4.486,17.8,35.166,25.76,4.631,0.434,10.709
159393,FIBIS,0.725,2.657,22.464,42.271,18.357,1.932,0.483,9.903
159400,GHILAD,0.333,9.333,22,26,18.667,4,2.667,11.667
159419,GOTTLOB,0.647,5.172,13.793,41.164,10.129,0.862,2.155,21.336
159428,IECEA MARE,0.535,2.852,41.355,25.312,8.2,2.674,0.713,17.469
159437,PARTA,0.91,4.704,16.995,36.571,28.225,1.821,3.49,6.829
159446,PADURENI,0.533,3.73,14.032,51.155,17.762,2.309,0.888,9.236
159455,SARAVALE,0.19,4.934,36.812,12.144,11.006,5.693,2.087,26.755
159464,SANDRA,0.531,7.437,11.819,36.786,14.21,2.258,0.93,25.365
159473,TOMNATIC,1.794,2.61,41.925,13.377,9.951,1.794,1.794,25.612
159482,VALCANI,0.822,2.192,21.096,40.274,7.397,4.384,1.644,21.37
159491,LIVEZILE,1.158,1.544,23.552,38.996,13.9,3.089,1.158,15.058
159507,PESAC,0.781,3.646,42.969,14.062,8.073,4.167,0.26,26.042
159516,BUCOVAT,0.561,24.691,20.09,23.345,18.855,3.03,0.449,7.969
159525,OTELEC,23.988,6.231,7.165,12.773,13.707,20.249,7.477,5.296
159614,MUNICIPIUL TULCEA,0.308,3.037,28.26,27.268,16.495,6.406,1.072,12.182
159650,ORAS BABADAG,0.624,2.495,41.372,30.353,6.549,3.067,1.091,13.306
159687,ORAS ISACCEA,0.559,4.842,26.35,22.905,12.197,11.639,2.235,17.039
159730,ORAS MACIN,0.405,4.656,25.101,33.3,11.589,3.087,1.215,19.231
159767,ORAS SULINA,0.802,7.102,30.928,30.355,13.173,4.696,0.916,8.935
159785,BAIA,0.564,1.691,42.841,22.322,4.622,12.627,0.676,13.754
159847,BEIDAUD,0.716,1.671,58.473,13.604,1.909,10.024,0.477,12.411
159883,C.A. ROSETTI,2.632,3.947,27.632,32.895,11.842,5.263,1.316,13.816
159945,CARCALIU,0.688,5.734,47.018,13.761,4.587,15.138,0.229,12.385
159963,CASIMCEA,1.465,6.044,25.641,32.784,5.495,3.846,0.916,23.26
160047,CEATALCHIOI,0.424,2.966,50,23.305,2.966,8.051,2.542,8.051
160092,CEAMURLIA DE JOS,0.234,3.747,28.571,39.11,4.918,8.665,1.171,13.349
160127,CERNA,0.813,2.168,51.897,17.344,5.691,2.439,1.762,16.531
160172,CHILIA VECHE,1.42,1.705,24.432,21.307,7.102,28.409,1.42,12.5
160225,CIUCUROVA,0.988,3.21,21.975,39.506,3.457,7.16,1.975,19.753
160261,CRISAN,0.535,6.684,28.342,35.829,10.16,5.882,0.802,8.824
160305,DAENI,0.239,1.671,19.809,60.621,1.671,1.909,0.239,13.842
160323,DOROBANTU,1.976,7.115,41.502,20.158,2.767,5.534,0.791,18.577
160387,FRECATEI,0.258,3.484,36,21.29,10.968,6.968,1.161,17.032
160430,GRECI,0.628,2.513,25.377,34.925,9.799,3.769,1.508,19.347
160458,GRINDU,0,2.465,17.606,51.408,5.282,5.634,0.704,16.197
160476,HAMCEARCA,0.433,2.165,24.242,46.753,3.463,9.307,0.433,12.121
160528,HORIA,0.899,2.921,52.36,14.607,6.067,5.618,1.573,13.933
160564,IZVOARELE,0.36,2.338,18.885,53.777,5.036,6.115,0.719,11.871
160617,JIJILA,1.074,2.041,26.208,34.264,15.145,3.437,0.859,15.36
160644,JURILOVCA,0.848,2.545,62.002,16.539,6.107,2.12,0.763,8.227
160680,LUNCAVITA,0.524,3.01,22.906,24.869,8.377,17.539,1.702,19.634
160724,MAHMUDIA,0.751,1.201,46.697,27.327,8.859,4.955,0.45,8.859
160779,MALIUC,1.087,4.348,15.58,44.565,7.971,4.71,1.087,18.841
160831,MIHAI BRAVU,0.883,3.753,47.241,17.439,4.415,4.194,1.325,18.102
160877,MIHAIL KOGALNICEANU,0.475,2.848,46.677,23.101,5.38,6.487,0.475,12.342
160911,MURIGHIOL,0.521,5.078,18.75,32.161,10.807,13.802,0.651,16.146
160993,NALBANT,0.194,0.971,16.311,42.33,4.272,11.65,1.165,17.087
161035,NICULITEL,0.506,5.696,33.797,13.038,7.595,6.203,1.139,30.253
161053,NUFARU,0.441,5,43.529,21.618,8.382,5.441,0.735,11.176
161106,OSTROV,0.292,2.924,61.696,15.205,4.386,3.216,1.462,9.357
161133,PARDINA,1.389,2.083,38.889,31.25,6.944,6.25,0.694,11.806
161151,PECENEAGA,0.489,4.645,55.746,9.78,2.2,1.956,0.244,24.205
161179,SARICHIOI,0.879,3.779,28.295,27.329,20.738,3.691,1.406,12.127
161231,SFANTU GHEORGHE,0.543,3.261,36.957,30.435,16.304,2.174,0.543,8.152
161259,SLAVA CERCHEZA,0.781,2.344,41.406,34.635,3.125,5.469,1.042,10.417
161286,SMARDAN,0.495,3.465,39.604,31.683,4.95,1.485,0.99,14.851
161302,SOMOVA,0.193,2.805,15.667,39.362,13.733,6.77,0.967,18.859
161348,STEJARU,0,0.593,22.7,64.688,1.335,1.78,0.89,7.567
161384,TOPOLOG,1.322,2.203,37.996,23.128,6.057,6.388,1.211,18.612
161464,TURCOAIA,0.382,4.198,43.13,22.519,6.489,5.725,1.336,15.458
161482,VALEA NUCARILOR,0.408,3.401,39.32,24.762,6.667,9.116,2.041,12.653
161525,I.C.BRATIANU,0.301,10.241,25,43.976,7.831,4.217,0.904,6.928
161543,VACARENI,0.211,2.316,43.579,19.158,19.579,2.316,0.632,11.158
161552,BESTEPE,0.563,5.634,31.831,27.887,8.451,7.042,1.127,14.648
161561,VALEA TEILOR,0.664,1.993,23.588,34.219,4.983,7.309,0.997,24.917
161794,MUNICIPIUL BARLAD,0.326,3.506,28.558,30.525,17.341,6.055,1.774,10.434
161829,MUNICIPIUL HUSI,1.169,2.966,38.587,21.013,12.134,4.864,1.457,16.76
161856,ORAS NEGRESTI,1.092,3.375,29.132,31.365,9.181,6.65,1.588,16.079
161945,MUNICIPIUL VASLUI,0.635,3.9,33.537,20.586,19.71,5.774,1.983,12.437
162014,ALBESTI,0.527,4.394,49.736,18.629,9.315,4.042,0.879,11.072
162069,ALEXANDRU VLAHUTA,0.541,2.703,30.811,47.568,7.027,2.162,1.622,6.757
162149,ARSURA,1.325,2.428,41.943,37.528,3.974,6.623,1.104,4.194
162194,BANCA,0.706,2.745,20.471,47.843,11.765,3.765,1.02,10.118
162327,BACANI,0.161,5.466,27.653,34.887,5.627,4.823,1.608,18.65
162381,BACESTI,1.001,1.144,58.798,17.883,4.864,2.432,1.574,11.302
162452,BALTENI,0.232,3.016,64.269,11.137,9.281,2.784,2.32,6.265
162498,BEREZENI,0.94,2.585,50.059,13.396,6.816,9.518,1.41,14.336
162559,BLAGESTI,0.926,1.852,62.963,13.272,3.395,6.173,1.852,8.642
162595,BOGDANA,1.587,6.349,26.349,39.683,6.984,5.079,0.317,11.746
162693,BOGDANESTI,0.117,1.636,67.991,9.93,4.673,3.037,0.701,10.748
162791,BOGDANITA,2.606,5.212,35.505,25.081,4.886,15.635,0.651,9.772
162871,BOTESTI,0.187,1.866,18.47,39.366,3.545,15.112,1.493,18.843
162924,BUNESTI-AVERESTI,2.368,5.647,53.37,16.576,6.375,2.186,0.729,11.658
163002,CODAESTI,1.366,2.596,27.732,37.568,9.29,3.962,2.049,14.208
163057,COROIESTI,1.84,5.215,61.35,10.736,4.601,4.601,1.227,7.362
163137,COSTESTI,0.708,2.655,33.097,32.212,7.788,9.027,1.77,11.15
163208,CRETESTI,1.891,4.728,34.752,34.279,5.201,5.201,1.418,9.693
163253,DANESTI,1.511,7.251,43.505,22.659,4.834,7.251,1.813,9.366
163324,DELENI,0.587,9.198,31.115,35.421,6.849,3.523,1.174,11.155
163379,DELESTI,2.586,6.466,29.741,29.957,9.698,3.448,1.293,14.655
163486,DRAGOMIRESTI,1.525,4.32,37.23,11.182,6.226,28.717,0.635,9.403
163618,DRANCENI,1.042,3.788,25.379,28.125,5.492,22.727,1.042,11.458
163681,DUDA-EPURENI,1.13,3.249,34.887,13.418,7.062,17.797,0.989,20.339
163734,DUMESTI,1.413,5.651,47.881,15.699,6.593,6.907,0.471,13.972
163789,EPURENI,0.534,7.473,53.737,16.014,6.94,3.203,1.246,8.897
163832,FALCIU,0.554,2.547,44.518,22.481,9.302,4.208,1.44,14.286
163903,GAGESTI,0.232,3.944,40.371,16.705,6.729,18.097,0.928,12.529
163967,GHERGHESTI,0.494,6.755,73.147,9.555,2.142,1.483,0.494,4.942
164062,GARCENI,0.464,9.752,64.087,10.372,5.263,3.096,0.929,5.728
164133,GRIVITA,0.29,2.174,33.768,35.942,7.681,4.203,2.029,13.188
164197,HOCENI,0.633,4.304,69.367,14.557,1.646,0.759,0.886,7.468
164277,DIMITRIE CANTEMIR,0.567,2.079,23.819,44.991,4.537,4.726,1.512,16.635
164339,IANA,0.562,3.487,61.417,14.961,2.587,2.587,1.8,11.699
164393,IVANESTI,0.859,3.265,47.595,14.948,8.935,5.842,1.203,16.667
164543,IVESTI,0.811,2.231,48.682,16.227,11.968,3.448,1.623,14.807
164598,LAZA,0.528,3.873,35.563,19.718,18.134,3.521,2.465,14.789
164687,LIPOVAT,0.326,2.174,52.5,14.674,5.109,2.935,1.957,19.022
164749,LUNCA BANULUI,1.138,1.138,37.927,20.354,5.689,5.942,0.632,26.296
164829,MALUSTENI,0.82,2.254,54.303,19.057,3.893,12.91,1.025,4.508
164892,MICLESTI,1.213,3.986,46.447,13.518,5.026,9.359,1.213,18.371
164936,MUNTENII DE JOS,0.822,1.953,26.208,40.802,10.586,3.803,1.542,13.155
164981,ORAS MURGENI,1.132,2.352,51.568,15.592,5.836,8.885,1.394,12.021
165069,OLTENESTI,1.318,2.637,31.638,25.989,5.65,6.591,0.942,23.164
165130,OSESTI,1.458,3.542,36.875,28.333,3.75,3.542,0.833,20.208
165185,PADURENI,1.113,2.364,45.202,12.378,3.616,4.868,1.252,28.234
165274,PERIENI,1.435,4.161,32.425,13.917,8.608,22.238,1.435,14.634
165336,POIENESTI,1.256,1.413,61.224,9.419,7.064,7.378,0.942,8.948
165416,POGANA,0.426,4.83,31.676,44.176,2.841,5.114,1.562,8.523
165470,PUIESTI,1.212,21.919,21.313,12.323,4.848,21.919,2.121,6.768
165611,PUNGESTI,1.138,17.496,41.679,13.798,5.69,6.117,1.849,9.673
165719,REBRICEA,0.294,3.084,52.129,17.621,7.93,5.58,1.322,11.454
165817,ROSIESTI,0.303,6.808,41.15,18.306,9.228,5.144,2.421,14.826
165899,SOLESTI,0.804,2.279,52.413,19.303,6.702,3.887,1.34,12.064
165979,STANILESTI,0.989,3.058,48.112,12.05,7.824,2.518,1.529,23.381
166057,STEFAN CEL MARE,0.669,1.242,73.066,7.832,4.585,1.91,1.337,8.691
166137,SULETEA,0.34,4.252,54.932,18.367,7.653,4.082,1.19,8.163
166182,TANACU,0.539,4.043,47.978,19.137,9.164,6.469,0.809,10.782
166235,TACUTA,0.305,4.268,30.03,27.439,7.622,2.591,2.744,24.085
166315,TATARANI,1.17,3.509,46.784,13.743,5.263,4.678,0.877,18.713
166413,TODIRESTI,0.549,4.121,45.33,14.835,7.418,7.692,0.549,18.681
166529,TUTOVA,0.534,2.991,44.444,16.346,12.714,2.671,0.748,18.697
166636,VALENI,0,2.315,19.103,27.786,9.841,10.999,1.737,27.207
166672,VETRISOAIA,1.441,2.161,29.971,48.991,2.45,2.738,1.873,9.654
166707,VIISOARA,0.447,3.579,53.02,15.66,4.922,8.501,1.79,10.738
166770,VINDEREI,0.908,2.724,22.827,8.042,3.113,47.73,0.778,12.84
166869,VOINESTI,1.047,5.497,56.021,12.042,4.188,12.042,1.178,6.021
166985,VULTURESTI,0.205,2.669,51.951,11.704,7.803,8.214,2.053,13.963
167035,VUTCANI,0.693,4.333,70.191,9.359,5.026,1.906,1.386,6.932
167071,ZAPODENI,0.654,3.645,53.925,20.187,5.701,4.019,1.495,9.346
167179,ZORLENI,0.182,3.82,49.788,12.492,9.763,3.578,1.273,18.314
167222,IBANESTI,0.548,3.836,62.466,13.151,3.014,4.932,0.274,10.685
167231,FRUNTISENI,0.613,0.92,56.442,18.098,3.374,4.294,1.227,14.724
167240,RAFAILA,0.599,3.293,58.982,6.886,2.994,2.395,1.796,22.754
167259,POGONESTI,0.401,7.816,51.904,16.433,7.214,7.615,1.403,6.613
167268,CIOCANI,1.553,1.553,55.901,14.596,2.174,10.559,1.242,10.559
167277,COZMESTI,1.359,6.793,49.728,12.772,2.989,6.793,1.63,17.391
167286,DODESTI,0.36,3.063,69.91,7.387,5.766,2.883,0.721,9.369
167295,FERESTI,0.604,1.813,59.517,13.897,4.23,5.438,1.208,12.387
167302,MUNTENII DE SUS,0,1.17,45.468,16.082,8.041,5.117,2.047,20.76
167311,POCHIDIA,1.406,2.61,56.827,13.454,4.618,5.622,2.209,12.249
167320,PUSCASI,0.709,3.404,47.801,18.156,7.801,3.83,2.553,14.468
167473,MUNICIPIUL RAMNICU VALCEA,0.439,6.798,34.949,25.298,17.191,3.639,1.135,8.088
167641,ORAS BAILE GOVORA,0.234,7.009,38.084,27.687,9.579,4.322,0.818,8.294
167696,ORAS BAILE OLANESTI,0.565,2.684,48.799,27.825,4.873,2.26,1.836,8.969
167794,ORAS BREZOI,0.54,3.309,36.529,29.44,8.98,4.794,2.768,10.871
167909,ORAS CALIMANESTI,0.307,3.842,35.143,32.838,11.066,3.074,2.561,8.043
167981,MUNICIPIUL DRAGASANI,0.403,4.152,44.318,22.847,11.578,4.674,1.091,8.683
168041,ORAS HOREZU,0.422,3.115,41.869,24.921,10.771,3.273,1.742,11.827
168130,ORAS OCNELE MARI,0.402,8.635,50.803,18.373,6.225,6.225,0.602,6.325
168229,ALUNU,0.484,4.167,60.078,12.791,4.942,3.101,4.167,9.399
168309,AMARASTI,0.57,4.183,28.327,46.958,5.703,2.852,1.901,4.373
168372,ORAS BABENI,0.496,2.77,46.341,28.111,5.167,2.026,1.24,12.526
168452,ORAS BALCESTI,0.728,2.457,40.309,36.943,5.641,4.55,1.092,6.915
168559,BARBATESTI,0.515,3.351,51.16,19.974,10.052,2.448,0.773,9.407
168602,ORAS BERBESTI,0.084,5.597,34.336,32.331,7.937,2.256,1.253,14.202
168675,BERISLAVESTI,0.524,2.094,43.979,35.864,6.414,1.963,1.178,6.152
168755,BOISOARA,0.446,2.232,13.839,60.714,6.25,1.339,0.446,10.714
168791,BUDESTI,0.587,2.819,32.12,34.703,11.157,2.642,0.646,13.212
168880,BUJORENI,0.658,3.457,25.103,36.379,11.852,2.634,1.07,14.568
168960,BUNESTI,0.708,3.541,55.524,14.023,6.516,2.975,2.125,8.215
169039,CERNISOARA,1.572,4.353,52.721,15.236,5.32,5.925,0.967,7.134
169119,CAINENI,0.326,11.746,20.555,39.967,10.277,1.958,1.142,10.44
169182,COPACENI,0.778,3.266,58.787,16.952,4.355,4.666,0.778,9.642
169253,COSTESTI,0.488,11.122,41.951,25.268,6.634,2.829,0.683,9.854
169306,CRETENI,0.947,4.545,43.75,28.788,5.682,3.409,0.758,6.439
169351,DAESTI,0.194,2.621,25.825,50.194,6.408,4.369,0.777,7.864
169404,DANICEI,0.405,2.024,31.039,46.424,3.644,3.239,1.215,8.367
169547,DRAGOESTI,0.437,2.329,52.547,25.036,2.911,5.24,0.291,8.151
169583,FAURESTI,0.221,2.208,25.166,56.291,2.428,6.843,1.545,5.077
169681,FARTATESTI,0.256,1.193,27.939,48.978,4.6,5.963,0.596,8.859
169896,FRANCESTI,0.75,2.401,41.26,37.434,3.001,2.926,0.75,9.677
169994,GALICEA,1.139,3.092,54.353,21.725,5.858,4.15,0.651,8.218
170097,GHIOROIU,0.418,4.393,30.126,51.255,3.556,3.556,1.464,3.766
170168,GLAVILE,0.859,2.234,64.261,21.134,2.921,2.062,1.718,4.124
170220,GOLESTI,0.12,3.708,31.818,43.182,6.34,3.349,1.435,8.373
170346,GRADISTEA,0.648,2.269,30.794,38.574,9.724,5.835,0.324,11.021
170444,GUSOENI,0.349,3.316,66.841,17.277,5.236,1.571,0.698,4.538
170514,IONESTI,0.26,3.906,45.312,27.865,6.641,2.344,0.911,10.938
170612,LALOSU,0.556,8.762,68.289,6.954,5.285,3.894,1.53,4.729
170685,LADESTI,0,5.898,63.271,15.416,3.217,4.021,1.072,5.496
170792,LAPUSATA,0.181,7.078,42.831,26.497,4.356,3.63,1.089,9.256
170872,LIVEZI,0,2.878,56.835,13.669,4.317,6.475,6.835,7.914
170952,LUNGESTI,0.266,5.053,39.628,41.356,2.793,3.191,0.665,4.787
171021,MALAIA,0,3.409,44.481,33.766,7.955,4.058,1.786,3.409
171067,MATEESTI,0.326,3.474,62.866,13.464,4.995,3.149,1.086,8.36
171101,MACIUCA,0.527,1.449,33.597,50.461,1.845,1.318,2.108,7.115
171209,MADULARI,0.194,0.969,62.016,21.512,3.101,1.357,2.132,7.558
171272,MALDARESTI,1.015,2.792,35.025,29.188,11.421,9.137,1.523,7.614
171325,MIHAESTI,0.237,3.491,42.13,24.97,11.065,2.012,1.183,12.899
171469,MILCOIU,1.012,2.227,34.615,34.615,5.668,10.324,1.417,9.514
171539,MUEREASCA,0.456,3.417,34.169,30.752,8.656,5.239,1.139,14.351
171628,NICOLAE BALCESCU,0.641,2.015,46.795,26.923,5.952,5.769,1.557,9.249
171806,OLANU,0.393,3.827,40.726,35.721,3.238,4.907,0.883,8.047
171879,ORLESTI,0.14,3.361,40.476,31.513,6.583,2.801,0.98,7.983
171931,OTESANI,0.272,7.201,29.212,52.717,0.951,3.804,0.272,4.62
171995,PAUSESTI,0.445,18.398,36.35,18.694,3.561,1.78,1.187,9.792
172082,PAUSESTI-MAGLASI,0.353,2.207,38.394,28.508,11.474,1.589,0.971,14.298
172153,PERISANI,0.717,1.434,25.09,44.624,9.319,4.659,1.971,10.573
172279,PESCEANA,0.682,2.273,61.818,16.136,3.182,0.909,2.5,8.864
172340,PIETRARI,0.141,3.96,34.512,31.4,7.779,9.76,1.556,8.628
172377,POPESTI,0.354,3.006,67.374,16.357,2.476,2.741,1.415,5.393
172457,PRUNDENI,0.306,3.571,51.633,20.918,6.224,4.388,2.653,9.184
172509,RACOVITA,1.365,1.949,41.52,38.402,4.483,2.924,1.559,6.823
172581,ROESTI,0.789,1.735,55.047,20.505,2.681,2.839,0.789,13.249
172698,ROSIILE,0.49,6.209,33.333,40.033,8.007,2.451,3.431,5.556
172812,RUNCU,0.741,4.074,38.519,19.63,10.741,7.407,0.741,8.148
172894,SALATRUCEL,0.347,5.719,32.582,37.262,5.893,4.853,3.12,8.666
172947,SCUNDU,0.434,2.026,62.952,20.984,4.92,2.75,1.737,3.907
172992,SINESTI,0.162,1.623,39.61,34.903,4.87,3.409,1.299,13.149
173061,SLATIOARA,0.844,4.343,53.679,16.647,7.841,3.981,2.171,8.565
173132,STANESTI,1.217,9.976,31.387,41.849,4.136,3.893,0,5.596
173230,STOENESTI,0,2.313,24.377,48.221,5.249,3.47,0.445,14.324
173374,STOILESTI,1.137,1.225,70.341,14.173,3.85,1.837,1.05,5.862
173533,STROESTI,0.252,4.912,37.909,37.657,5.416,3.904,1.889,7.431
173597,SUTESTI,0.116,1.506,16.918,65.701,2.665,4.171,0.579,7.764
173686,SIRINEASA,0.677,4.399,61.591,14.721,5.584,3.723,1.184,5.245
173748,STEFANESTI,0.178,14.349,37.344,19.34,3.654,18.627,1.248,5.08
173793,SUSANI,0.224,1.79,33.333,52.908,3.02,3.356,1.119,4.251
173855,TETOIU,0.149,11.161,46.28,18.155,4.911,4.762,2.827,9.97
173935,TOMSANI,0.305,4.264,39.492,28.223,5.787,6.193,1.929,10.457
