Siruta,Localitate,Categorie
85877,SUBCETATE,Barbati_18-24
85920,SUSENI,Femei_35-44
85984,SIMONESTI,Femei_45-64
86133,TULGHES,Barbati_25-34
86188,TUSNAD,Femei_45-64
86222,ULIES,Femei_45-64
86311,VARSAG,Femei_25-34
86339,VOSLABENI,Femei_35-44
86366,ZETEA,Barbati_25-34
86438,MADARAS,Femei_35-44
86446,COZMENI,Barbati_45-64
86453,TOMESTI,Femei_25-34
86461,CICEU,Femei_35-44
86479,LELICENI,Femei_45-64
86487,PORUMBENI,Femei_25-34
86495,RACU,Femei_35-44
86501,SATU MARE,Femei_45-64
86519,SANTIMBRU,Femei_45-64
86687,MUNICIPIUL DEVA,Femei_35-44
86749,CARJITI,Femei_35-44
86810,MUNICIPIUL HUNEDOARA,Femei_35-44
86883,GHELARI,Femei_35-44
86936,TELIUCU INFERIOR,Barbati_18-24
86990,MUNICIPIUL PETROSANI,Femei_35-44
87059,MUNICIPIUL LUPENI,Femei_35-44
87077,ORAS PETRILA,Femei_35-44
87139,ORAS URICANI,Barbati_18-24
87175,MUNICIPIUL VULCAN,Femei_35-44
87219,ORAS ANINOASA,Femei_35-44
87246,BANITA,Barbati_18-24
87291,MUNICIPIUL BRAD,Barbati_18-24
87362,CRISCIOR,Barbati_18-24
87424,ORAS CALAN,Femei_35-44
87576,ORAS HATEG,Femei_35-44
87638,MUNICIPIUL ORASTIE,Barbati_18-24
87665,ORAS SIMERIA,Femei_35-44
87745,BAIA DE CRIS,Femei_35-44
87843,BALSA,Barbati_18-24
87996,BARU,Femei_35-44
88047,BACIA,Femei_35-44
88092,BAITA,Femei_35-44
88216,BATRANA,Femei_35-44
88261,BERIU,Femei_35-44
88350,BLAJENI,Femei_35-44
88449,BOSOROD,Barbati_18-24
88546,BRANISCA,Barbati_18-24
88644,BRETEA ROMANA,Femei_35-44
88788,BUCES,Femei_35-44
88868,BUCURESCI,Femei_35-44
88920,BULZESTII DE SUS,Femei_35-44
89026,BUNILA,Femei_35-44
89080,BURJUC,Barbati_18-24
89151,CERBAL,Barbati_18-24
89240,CERTEJU DE SUS,Femei_35-44
89348,DENSUS,Barbati_18-24
89428,DOBRA,Barbati_18-24
89561,ORAS GEOAGIU,Barbati_18-24
89687,GURASADA,Barbati_18-24
89801,HARAU,Femei_35-44
89856,ILIA,Barbati_18-24
89954,LAPUGIU DE JOS,Barbati_18-24
90066,LELESE,Barbati_18-24
90119,LUNCA CERNII DE JOS,Barbati_18-24
90208,LUNCOIU DE JOS,Barbati_18-24
90262,MARTINESTI,Femei_35-44
90342,ORASTIOARA DE SUS,Femei_35-44
90431,PESTISU MIC,Femei_35-44
90538,PUI,Femei_35-44
90663,RAPOLTU MARE,Barbati_18-24
90725,RACHITOVA,Femei_35-44
90805,RIBITA,Femei_35-44
90878,RAU DE MORI,Femei_35-44
90994,ROMOS,Femei_35-44
91054,SARMIZEGETUSA,Femei_35-44
91116,SALASU DE SUS,Femei_35-44
91232,SANTAMARIA-ORLEA,Femei_35-44
91330,SOIMUS,Femei_35-44
91447,TOMESTI,Femei_35-44
91535,TOPLITA,Femei_35-44
91624,TOTESTI,Femei_35-44
91688,TURDAS,Femei_35-44
91731,GENERAL BERTHELOT,Barbati_18-24
91795,VATA DE JOS,Barbati_18-24
91937,VALISOARA,Femei_35-44
91982,VETEL,Barbati_18-24
92097,VORTA,Femei_35-44
92177,ZAM,Femei_35-44
92569,MUNICIPIUL CALARASI,Barbati_18-24
92587,MODELU,Barbati_18-24
92658,MUNICIPIUL SLOBOZIA,Barbati_18-24
92701,MUNICIPIUL FETESTI,Barbati_18-24
92765,ORAS TANDAREI,Barbati_18-24
92783,ALBESTI,Barbati_18-24
92836,ORAS AMARA,Barbati_18-24
92872,ANDRASESTI,Barbati_18-24
92907,BALACIU,Barbati_18-24
92961,BORCEA,Barbati_18-24
92989,BORDUSANI,Barbati_18-24
93021,BUCU,Barbati_18-24
93067,ORAS CAZANESTI,Barbati_18-24
93085,CIOCANESTI,Barbati_18-24
93101,CIOCHINA,Barbati_18-24
93156,CIULNITA,Barbati_18-24
93209,COCORA,Barbati_18-24
93236,COSAMBESTI,Barbati_18-24
93281,CUZA VODA,Barbati_18-24
93325,DICHISENI,Barbati_18-24
93370,DOR MARUNT,Barbati_18-24
93441,DOROBANTU,Barbati_18-24
93487,DRAGALINA,Barbati_18-24
93539,DRAGOS VODA,Barbati_18-24
93575,FACAENI,Barbati_18-24
93600,GHEORGHE DOJA,Barbati_18-24
93628,GHEORGHE LAZAR,Barbati_18-24
93646,GIURGENI,Barbati_18-24
93664,GRADISTEA,Barbati_18-24
93717,GRINDU,Barbati_18-24
93735,GRIVITA,Barbati_18-24
93771,INDEPENDENTA,Barbati_18-24
93815,JEGALIA,Barbati_18-24
93851,LEHLIU,Barbati_18-24
93888,ORAS LEHLIU-GARA,Barbati_18-24
93931,LUPSANU,Barbati_18-24
93995,MIHAIL KOGALNICEANU,Barbati_18-24
94045,MILOSESTI,Barbati_18-24
94081,MOVILA,Barbati_18-24
94107,MUNTENI-BUZAU,Barbati_18-24
94125,ALEXANDRU ODOBESCU,Barbati_18-24
94161,PERIETI,Barbati_18-24
94223,PERISORU,Barbati_18-24
94269,REVIGA,Barbati_18-24
94312,ROSETI,Barbati_18-24
94330,SALCIOARA,Barbati_18-24
94376,SAVENI,Barbati_18-24
94429,SCANTEIA,Barbati_18-24
94456,SFANTU GHEORGHE,Barbati_18-24
94492,STELNICA,Barbati_18-24
94535,SUDITI,Barbati_18-24
94562,STEFAN CEL MARE,Barbati_18-24
94580,STEFAN VODA,Barbati_18-24
94606,ULMU,Barbati_18-24
94651,UNIREA,Barbati_18-24
94688,VALEA CIORII,Femei_45-64
94731,VALCELELE,Barbati_18-24
94768,VLAD TEPES,Barbati_18-24
94795,VLADENI,Barbati_18-24
95060,MUNICIPIUL IASI,Barbati_18-24
95088,BARNOVA,Barbati_18-24
95159,HOLBOCA,Barbati_18-24
95239,REDIU,Barbati_18-24
95293,TOMESTI,Barbati_18-24
95355,ORAS HARLAU,Barbati_18-24
95391,MUNICIPIUL PASCANI,Barbati_18-24
95471,ORAS TARGU FRUMOS,Barbati_18-24
95499,ION NECULCE,Barbati_18-24
95612,ALEXANDRU I. CUZA,Barbati_18-24
95667,ANDRIESENI,Barbati_18-24
95747,ARONEANU,Barbati_18-24
95792,BALTATI,Barbati_18-24
95872,BELCESTI,Barbati_18-24
95943,BIVOLARI,Barbati_18-24
96003,UNGHENI,Barbati_18-24
96058,BRAESTI,Barbati_18-24
96110,BUTEA,Barbati_18-24
96147,CEPLENITA,Barbati_18-24
96192,CIORTESTI,Barbati_18-24
96254,CIUREA,Barbati_18-24
96334,COARNELE CAPREI,Barbati_18-24
96370,COMARNA,Barbati_18-24
96423,COSTULENI,Barbati_18-24
96478,COTNARI,Barbati_18-24
96593,COZMESTI,Barbati_18-24
96637,CRISTESTI,Barbati_18-24
96664,CUCUTENI,Barbati_18-24
96717,DAGATA,Barbati_18-24
96815,DELENI,Barbati_18-24
96888,DOBROVAT,Barbati_18-24
96904,DOLHESTI,Barbati_18-24
96940,DUMESTI,Barbati_18-24
97009,ERBICENI,Barbati_18-24
97063,FOCURI,Barbati_18-24
97090,GOLAIESTI,Barbati_18-24
97189,GORBAN,Barbati_18-24
97241,GRAJDURI,Barbati_18-24
97321,GROPNITA,Barbati_18-24
97394,GROZESTI,Barbati_18-24
97438,HALAUCESTI,Barbati_18-24
97465,HELESTENI,Barbati_18-24
97517,HORLESTI,Barbati_18-24
97553,IPATELE,Barbati_18-24
97606,LESPEZI,Barbati_18-24
97679,LETCANI,Barbati_18-24
97722,LUNGANI,Femei_25-34
97777,MADARJAC,Barbati_18-24
97811,MIRCESTI,Barbati_18-24
97875,MIRONEASA,Barbati_18-24
97919,MIROSLAVA,Barbati_18-24
98051,MIROSLOVESTI,Barbati_18-24
98113,MOGOSESTI,Barbati_18-24
98168,MOGOSESTI-SIRET,Barbati_18-24
98202,MOSNA,Barbati_18-24
98220,MOTCA,Barbati_18-24
98257,MOVILENI,Barbati_18-24
98300,OTELENI,Barbati_18-24
98337,PLUGARI,Barbati_18-24
98373,ORAS PODU ILOAIEI,Barbati_18-24
98435,POPESTI,Barbati_18-24
98505,POPRICANI,Barbati_18-24
98603,PRISACANI,Barbati_18-24
98649,PROBOTA,Barbati_18-24
98685,RADUCANENI,Barbati_18-24
98738,ROMANESTI,Barbati_18-24
98774,RUGINOASA,Barbati_18-24
98827,SCHITU DUCA,Barbati_18-24
98916,SCANTEIA,Barbati_18-24
98998,SCOBINTI,Barbati_18-24
99058,SINESTI,Barbati_18-24
99101,SIRETEL,Barbati_18-24
99165,STOLNICENI-PRAJESCU,Barbati_18-24
99209,STRUNGA,Barbati_18-24
99290,SCHEIA,Barbati_18-24
99370,SIPOTE,Barbati_18-24
99441,TANSA,Barbati_18-24
99478,TATARUSI,Barbati_18-24
99539,TODIRESTI,Barbati_18-24
99600,TRIFESTI,Barbati_18-24
99673,TIBANA,Barbati_18-24
99780,TIBANESTI,Barbati_18-24
99879,TIGANASI,Barbati_18-24
99922,TUTORA,Barbati_18-24
99968,VALEA SEACA,Barbati_18-24
100004,VICTORIA,Barbati_18-24
100086,VANATORI,Barbati_18-24
100148,VLADENI,Barbati_18-24
100219,VOINESTI,Barbati_18-24
100273,BALS,Barbati_18-24
100282,COSTESTI,Barbati_18-24
100308,DRAGUSENI,Barbati_18-24
100317,FANTANELE,Barbati_18-24
100326,HARMANESTI,Barbati_18-24
100335,RACHITENI,Barbati_18-24
100344,ROSCANI,Barbati_18-24
100353,VALEA LUPULUI,Barbati_18-24
100362,CIOHORANI,Barbati_18-24
100521,MUNICIPIUL GIURGIU,Barbati_18-24
100549,SLOBOZIA,Barbati_18-24
100576,ORAS BUFTEA,Barbati_18-24
100610,MUNICIPIUL OLTENITA,Barbati_18-24
100638,MITRENI,Barbati_18-24
100683,MUNICIPIUL URZICENI,Barbati_18-24
100709,CIOCARLIA,Barbati_18-24
100736,MANASIA,Barbati_18-24
100754,ADANCATA,Barbati_18-24
100781,ADUNATII-COPACENI,Femei_35-44
100834,AFUMATI,Barbati_18-24
100852,ALEXENI,Barbati_18-24
100870,ARMASESTI,Barbati_18-24
100923,AXINTELE,Barbati_18-24
100969,BALOTESTI,Barbati_18-24
101001,BANEASA,Barbati_18-24
101056,BARCANESTI,Barbati_18-24
101083,BELCIUGATELE,Barbati_18-24
101145,BERCENI,Barbati_18-24
101163,BOLINTIN-DEAL,Femei_35-44
101190,ORAS BOLINTIN-VALE,Barbati_18-24
101243,RADULESTI,Barbati_18-24
101298,BRANESTI,Barbati_18-24
101341,BREZOAELE,Femei_35-44
101378,BUCSANI,Femei_35-44
101458,ORAS BUDESTI,Barbati_18-24
101519,BULBUCATA,Femei_35-44
101564,BUTIMANU,Barbati_18-24
101617,BUTURUGENI,Barbati_18-24
101662,CALUGARENI,Barbati_18-24
101724,CASCIOARELE,Barbati_18-24
101742,CERNICA,Barbati_18-24
101804,CHIRNOGI,Barbati_18-24
101822,CHISELET,Barbati_18-24
101840,CIOCANESTI,Barbati_18-24
101902,CIOLPANI,Barbati_18-24
101957,CIOROGARLA,Barbati_18-24
101984,CLEJANI,Barbati_18-24
102035,CLINCENI,Barbati_18-24
102071,COLIBASI,Femei_35-44
102106,COMANA,Barbati_18-24
102160,CORBEANCA,Barbati_18-24
102213,CORNETU,Barbati_18-24
102240,COSERENI,Barbati_18-24
102286,CREVEDIA,Barbati_18-24
102348,CREVEDIA MARE,Barbati_18-24
102419,CURCANI,Barbati_18-24
102446,DAIA,Barbati_18-24
102473,DASCALU,Barbati_18-24
102525,DARASTI-ILFOV,Barbati_18-24
102543,1 DECEMBRIE,Barbati_18-24
102570,DOMNESTI,Barbati_18-24
102605,DRAGOMIRESTI-VALE,Barbati_18-24
102641,DRAGOESTI,Barbati_18-24
102703,DRIDU,Barbati_18-24
102749,ORAS FIERBINTI-TARG,Barbati_18-24
102794,FLORESTI-STOENESTI,Barbati_18-24
102838,FRASINET,Barbati_18-24
102909,FRATESTI,Barbati_18-24
102945,FRUMUSANI,Barbati_18-24
103014,FUNDENI,Barbati_18-24
103032,ORAS FUNDULEA,Barbati_18-24
103087,GAISENI,Barbati_18-24
103130,GANEASA,Barbati_18-24
103194,GAUJANI,Barbati_18-24
103238,GHIMPATI,Femei_35-44
103283,GARBOVI,Barbati_18-24
103309,GOGOSARI,Barbati_18-24
103354,GOSTINU,Barbati_18-24
103372,GOSTINARI,Barbati_18-24
103407,GRADINARI,Barbati_18-24
103443,GRADISTEA,Barbati_18-24
103470,GREACA,Barbati_18-24
103513,GRUIU,Barbati_18-24
103568,GURBANESTI,Barbati_18-24
103639,HOTARELE,Barbati_18-24
103693,IEPURESTI,Barbati_18-24
103764,ILEANA,Barbati_18-24
103862,ION ROATA,Barbati_18-24
103899,IZVOARELE,Femei_35-44
103960,JILAVELE,Barbati_18-24
103997,JOITA,Barbati_18-24
104047,LETCA NOUA,Barbati_18-24
104083,LUICA,Barbati_18-24
104118,MIHAI BRAVU,Barbati_25-34
104136,ORAS MIHAILESTI,Barbati_18-24
104181,MANASTIREA,Barbati_18-24
104225,MARSA,Barbati_18-24
104243,MOARA VLASIEI,Barbati_18-24
104270,MOVILITA,Barbati_18-24
104323,NANA,Barbati_18-24
104341,NICOLAE BALCESCU,Barbati_18-24
104387,NICULESTI,Barbati_18-24
104421,NUCI,Barbati_18-24
104485,OGREZENI,Barbati_18-24
104519,OINACU,Barbati_18-24
104546,PERIS,Barbati_18-24
104582,PETRACHIOAIA,Barbati_18-24
104635,PLATARESTI,Barbati_18-24
104680,PRUNDU,Femei_35-44
104715,PUTINEIU,Barbati_18-24
104751,RADOVANU,Barbati_18-24
104788,RASUCENI,Barbati_18-24
104831,ROATA DE JOS,Barbati_18-24
104886,SARULESTI,Barbati_18-24
104975,SCHITU,Barbati_18-24
105026,SINESTI,Barbati_18-24
105106,SINGURENI,Barbati_18-24
105142,SLOBOZIA MOARA,Femei_35-44
105160,SNAGOV,Barbati_18-24
105222,SOHATU,Barbati_18-24
105259,SPANTOV,Barbati_18-24
105295,STANESTI,Barbati_18-24
105348,STOENESTI,Barbati_18-24
105384,SOLDANU,Barbati_18-24
105419,STEFANESTII DE JOS,Barbati_18-24
105455,TAMADAU MARE,Barbati_18-24
105534,TARTASESTI,Barbati_18-24
105570,TUNARI,Barbati_18-24
105605,ULMENI,Barbati_18-24
105623,ULMI,Barbati_18-24
105712,VALEA ARGOVEI,Barbati_18-24
105776,VALEA DRAGULUI,Barbati_18-24
105794,VALEA MACRISULUI,Barbati_18-24
105829,VASILATI,Barbati_18-24
105874,VARASTI,Barbati_18-24
105909,VEDEA,Barbati_18-24
105936,VIDRA,Barbati_18-24
105972,VANATORII MICI,Barbati_18-24
106318,MUNICIPIUL BAIA MARE,Femei_35-44
106363,GROSI,Barbati_18-24
106407,RECEA,Femei_35-44
106461,ORAS TAUTII-MAGHERAUS,Femei_35-44
106559,MUNICIPIUL SIGHETU MARMATIEI,Femei_35-44
106620,SARASAU,Femei_35-44
106648,VADU IZEI,Barbati_18-24
106684,ORAS BAIA SPRIE,Femei_35-44
106746,ORAS BORSA,Barbati_18-24
106782,ORAS CAVNIC,Femei_35-44
106817,ORAS TARGU LAPUS,Femei_35-44
106979,ORAS VISEU DE SUS,Femei_35-44
107001,ARDUSAT,Barbati_18-24
107047,ARINIS,Femei_35-44
107083,ASUAJU DE SUS,Barbati_18-24
107118,BAITA DE SUB CODRU,Barbati_18-24
107154,BAIUT,Femei_35-44
107190,BASESTI,Barbati_18-24
107234,BICAZ,Barbati_18-24
107270,BISTRA,Barbati_18-24
107314,BARSANA,Barbati_18-24
107350,BOCICOIU MARE,Barbati_18-24
107403,BOGDAN VODA,Femei_35-44
107430,BOIU MARE,Femei_35-44
107485,BOTIZA,Barbati_18-24
107519,BUDESTI,Barbati_18-24
107546,CALINESTI,Barbati_18-24
107582,CERNESTI,Barbati_18-24
107662,CICARLAU,Barbati_18-24
107715,CAMPULUNG LA TISA,Femei_35-44
107733,COPALNIC-MANASTUR,Femei_35-44
107868,COROIENI,Barbati_18-24
107920,CUPSENI,Barbati_18-24
107975,DESESTI,Femei_35-44
108017,ORAS DRAGOMIRESTI,Barbati_18-24
108035,DUMBRAVITA,Femei_35-44
108106,FARCASA,Femei_35-44
108151,GIULESTI,Femei_35-44
108204,IEUD,Barbati_18-24
108222,LAPUS,Barbati_18-24
108240,LEORDINA,Barbati_18-24
108268,MIRESU MARE,Barbati_18-24
108348,MOISEI,Barbati_18-24
108366,OARTA DE JOS,Femei_35-44
108400,OCNA SUGATAG,Femei_35-44
108455,PETROVA,Barbati_18-24
108473,POIENILE DE SUB MUNTE,Femei_35-44
108491,REMETEA CHIOARULUI,Femei_35-44
108552,REMETI,Femei_35-44
108598,REPEDEA,Femei_35-44
108614,RONA DE JOS,Femei_35-44
108632,RONA DE SUS,Femei_35-44
108669,ROZAVLEA,Barbati_18-24
108696,RUSCOVA,Femei_35-44
108712,SATULUNG,Femei_35-44
108794,SACALASENI,Barbati_18-24
108874,SACEL,Barbati_18-24
108892,ORAS SALISTEA DE SUS,Barbati_18-24
108918,SALSIG,Femei_35-44
108945,SAPANTA,Barbati_18-24
108963,ORAS SEINI,Femei_35-44
109005,STRAMTURA,Barbati_18-24
109041,SUCIU DE SUS,Barbati_18-24
109096,SISESTI,Barbati_18-24
109176,ORAS SOMCUTA MARE,Femei_35-44
109265,ORAS ULMENI,Femei_35-44
109354,VALEA CHIOARULUI,Barbati_18-24
109425,VIMA MICA,Femei_35-44
109504,VISEU DE JOS,Barbati_18-24
109773,MUNICIPIUL DROBETA-TURNU SEVERIN,Barbati_18-24
109826,SIMIAN,Barbati_18-24
109924,ORAS BAIA DE ARAMA,Barbati_18-24
110027,OBARSIA-CLOSANI,Barbati_18-24
110063,MUNICIPIUL ORSOVA,Barbati_18-24
110116,ORAS STREHAIA,Barbati_18-24
110232,ORAS VANJU MARE,Barbati_18-24
110296,BALA,Femei_35-44
110456,BALTA,Femei_35-44
110535,BALACITA,Barbati_18-24
110571,BACLES,Barbati_18-24
110688,BALVANESTI,Barbati_18-24
110740,BREZNITA-MOTRU,Barbati_18-24
110820,BREZNITA-OCOL,Barbati_18-24
110875,BROSTENI,Barbati_18-24
110946,BURILA MARE,Barbati_18-24
111006,BUTOIESTI,Barbati_18-24
111097,CAZANESTI,Barbati_18-24
111220,CIRESU,Femei_35-44
111275,CORCOVA,Femei_35-44
111417,CORLATEL,Barbati_18-24
111444,CUJMIR,Barbati_18-24
111480,DEVESEL,Barbati_18-24
111550,DARVARI,Barbati_18-24
111587,DUMBRAVA,Barbati_18-24
111685,FLORESTI,Barbati_18-24
111783,GARLA MARE,Femei_35-44
111818,GODEANU,Barbati_18-24
111863,GOGOSU,Barbati_18-24
111916,GRECI,Barbati_18-24
111989,GROZESTI,Barbati_18-24
112030,GRUIA,Femei_35-44
112076,HINOVA,Barbati_18-24
112129,HUSNICIOARA,Barbati_18-24
112245,ESELNITA,Barbati_18-24
112263,ILOVAT,Barbati_18-24
112334,ILOVITA,Barbati_18-24
112370,ISVERNA,Barbati_18-24
112469,IZVORU BARZII,Barbati_18-24
112548,JIANA,Barbati_18-24
112600,LIVEZILE,Barbati_18-24
112664,MALOVAT,Femei_35-44
112744,OBARSIA DE CAMP,Barbati_18-24
112771,OPRISOR,Barbati_18-24
112806,PADINA,Barbati_18-24
112879,PATULELE,Barbati_18-24
112904,DUBOVA,Barbati_18-24
112959,PODENI,Barbati_18-24
112995,PONOARELE,Barbati_18-24
113153,POROINA MARE,Barbati_18-24
113206,PRISTOL,Femei_18-24
113233,PRUNISOR,Barbati_18-24
113395,PUNGHINA,Barbati_18-24
113466,ROGOVA,Barbati_18-24
113493,SALCIA,Barbati_18-24
113518,STANGACEAUA,Barbati_18-24
113607,SVINITA,Barbati_18-24
113625,SISESTI,Barbati_18-24
113698,SOVARNA,Barbati_18-24
113732,TAMNA,Femei_35-44
113849,VANATORI,Barbati_18-24
113894,VANJULET,Barbati_18-24
113929,VLADAIA,Barbati_18-24
113974,VOLOIAC,Barbati_18-24
114060,BRANISTEA,Barbati_18-24
114079,VRATA,Barbati_18-24
114319,MUNICIPIUL TARGU MURES,Femei_35-44
114355,CRISTESTI,Femei_35-44
114382,SANCRAIU DE MURES,Femei_35-44
114417,SANGEORGIU DE MURES,Femei_35-44
114453,SANTANA DE MURES,Femei_35-44
114514,MUNICIPIUL SIGHISOARA,Femei_35-44
114603,ALBESTI,Femei_35-44
114710,ORAS LUDUS,Femei_35-44
114809,MUNICIPIUL REGHIN,Femei_35-44
114854,ORAS SOVATA,Femei_35-44
114925,MUNICIPIUL TARNAVENI,Femei_35-44
114970,ACATARI,Femei_35-44
115076,ADAMUS,Femei_35-44
115147,ALUNIS,Femei_35-44
115183,APOLD,Barbati_18-24
115236,ATINTIS,Femei_35-44
115307,BAHNEA,Femei_35-44
115389,BAND,Femei_35-44
115520,BATOS,Femei_35-44
115575,BAGACIU,Femei_35-44
115600,BALA,Femei_35-44
115637,BALAUSERI,Femei_35-44
115708,BEICA DE JOS,Femei_35-44
115771,BICHIS,Femei_35-44
115824,BOGATA,Femei_35-44
115851,BREAZA,Femei_35-44
115897,BRANCOVENESTI,Femei_35-44
115959,CEUASU DE CAMPIE,Femei_35-44
116046,CHETANI,Femei_35-44
116126,CHIHERU DE JOS,Femei_35-44
116171,COROISANMARTIN,Femei_35-44
116224,COZMA,Femei_35-44
116288,CRACIUNESTI,Femei_35-44
116340,CRAIESTI,Femei_35-44
116395,CUCERDEA,Femei_35-44
116439,CUCI,Femei_35-44
116493,DANES,Femei_35-44
116545,DEDA,Femei_35-44
116590,EREMITU,Femei_35-44
116652,ERNEI,Femei_35-44
116723,FARAGAU,Femei_35-44
116796,FANTANELE,Femei_35-44
116867,GALESTI,Femei_45-64
116938,GANESTI,Femei_35-44
116983,GHEORGHE DOJA,Femei_35-44
117042,GHINDARI,Femei_35-44
117113,GLODENI,Femei_35-44
117177,GORNESTI,Femei_35-44
117275,GREBENISU DE CAMPIE,Femei_35-44
117319,GURGHIU,Femei_35-44
117426,HODAC,Femei_35-44
117505,HODOSA,Femei_35-44
117550,IBANESTI,Barbati_18-24
117667,ICLANZEL,Femei_35-44
117783,IDECIU DE JOS,Femei_35-44
117827,ORAS IERNUT,Femei_35-44
117925,LIVEZENI,Femei_35-44
117998,LUNCA,Femei_35-44
118058,LUNCA BRADULUI,Femei_35-44
118094,MAGHERANI,Femei_35-44
118209,MICA,Femei_35-44
118281,ORAS MIERCUREA NIRAJULUI,Femei_35-44
118370,MIHESU DE CAMPIE,Femei_35-44
118469,NADES,Femei_35-44
118511,NEAUA,Femei_35-44
118575,OGRA,Femei_35-44
118637,PAPIU ILARIAN,Femei_35-44
118691,PANET,Femei_35-44
118753,PASARENI,Femei_35-44
118799,PETELEA,Femei_35-44
118824,POGACEAUA,Femei_35-44
118931,RASTOLITA,Femei_35-44
118995,RACIU,Femei_35-44
119153,RUSII-MUNTI,Femei_35-44
119206,SASCHIZ,Femei_35-44
119242,ORAS SARMASU,Femei_35-44
119331,ORAS SANGEORGIU DE PADURE,Femei_35-44
119386,SANGER,Femei_35-44
119466,SANPAUL,Femei_35-44
119527,SANPETRU DE CAMPIE,Femei_35-44
119590,SOLOVASTRU,Femei_35-44
119625,STANCENI,Femei_35-44
119661,SUPLAC,Femei_35-44
119723,SUSENI,Femei_35-44
119750,SAULIA,Femei_35-44
119803,SINCAI,Femei_35-44
119858,TAURENI,Barbati_18-24
119894,ORAS UNGHENI,Femei_35-44
119974,VALEA LARGA,Femei_35-44
120076,VARGATA,Femei_25-34
120138,VATAVA,Femei_35-44
120174,VETCA,Femei_35-44
120218,VIISOARA,Femei_35-44
120254,VANATORI,Femei_35-44
120316,VOIVODENI,Femei_35-44
120343,ZAGAR,Femei_35-44
120370,ZAU DE CAMPIE,Femei_35-44
120478,CHIBED,Femei_35-44
120487,CORUNCA,Femei_35-44
120496,SARATENI,Barbati_25-34
120502,MADARAS,Femei_35-44
120511,BERENI,Femei_35-44
120726,MUNICIPIUL PIATRA-NEAMT,Barbati_18-24
120771,DUMBRAVA ROSIE,Barbati_18-24
120824,SAVINESTI,Barbati_18-24
120860,MUNICIPIUL ROMAN,Barbati_18-24
120888,CORDUN,Barbati_18-24
120922,HORIA,Barbati_18-24
120968,ORAS BICAZ,Barbati_18-24
121055,ORAS TARGU-NEAMT,Barbati_18-24
121108,AGAPIA,Barbati_18-24
121153,BAHNA,Barbati_18-24
121242,BALTATESTI,Barbati_18-24
121297,BICAZ-CHEI,Barbati_18-24
121340,BICAZU ARDELEAN,Barbati_18-24
121386,BIRA,Barbati_18-24
121466,BARGAUANI,Barbati_18-24
121607,BODESTI,Barbati_18-24
121652,BORCA,Barbati_18-24
121732,BORLESTI,Barbati_18-24
121796,BOTESTI,Barbati_18-24
121876,BOZIENI,Barbati_18-24
121938,BRUSTURI,Barbati_18-24
122025,CEAHLAU,Barbati_18-24
122061,CANDESTI,Barbati_18-24
122132,COSTISA,Barbati_18-24
122187,CRACAOANI,Barbati_18-24
122249,DAMUC,Barbati_18-24
122285,DOBRENI,Barbati_18-24
122347,DOLJESTI,Barbati_18-24
122392,DRAGOMIRESTI,Barbati_18-24
122463,DULCESTI,Barbati_18-24
122551,FARCASA,Barbati_18-24
122613,FAUREI,Barbati_18-24
122668,GHERAESTI,Barbati_18-24
122702,GIROV,Barbati_18-24
122828,GARCINA,Barbati_18-24
122864,GRINTIES,Barbati_18-24
122908,GRUMAZESTI,Barbati_18-24
122953,HANGU,Barbati_18-24
123013,ICUSESTI,Barbati_18-24
123102,ION CREANGA,Barbati_18-24
123175,MARGINENI,Barbati_18-24
123228,MOLDOVENI,Barbati_18-24
123255,ONICENI,Barbati_18-24
123371,PASTRAVENI,Barbati_18-24
123424,PETRICANI,Barbati_18-24
123479,PIATRA SOIMULUI,Barbati_18-24
123521,PIPIRIG,Barbati_18-24
123601,PANGARATI,Barbati_18-24
123674,PODOLENI,Barbati_18-24
123709,POIENARI,Barbati_18-24
123790,POIANA TEIULUI,Barbati_18-24
123914,RAUCESTI,Barbati_18-24
123969,RAZBOIENI,Barbati_18-24
124028,REDIU,Barbati_18-24
124073,ROMANI,Barbati_18-24
124117,ORAS ROZNOV,Barbati_18-24
124153,SAGNA,Barbati_18-24
124206,SABAOANI,Barbati_18-24
124233,SECUIENI,Barbati_18-24
124331,STANITA,Barbati_18-24
124411,STEFAN CEL MARE,Barbati_18-24
124493,TARCAU,Barbati_18-24
124563,TASCA,Barbati_18-24
124616,TAZLAU,Barbati_18-24
124634,TAMASENI,Barbati_18-24
124661,TIMISESTI,Barbati_18-24
124723,TRIFESTI,Barbati_18-24
124750,TUPILATI,Barbati_18-24
124803,TIBUCANI,Barbati_18-24
124849,URECHENI,Barbati_18-24
124885,VALEA URSULUI,Barbati_18-24
124938,ALEXANDRU CEL BUN,Barbati_18-24
125016,VANATORI-NEAMT,Barbati_18-24
125061,ZANESTI,Barbati_18-24
125098,DOCHIA,Barbati_18-24
125105,RUGINOASA,Barbati_18-24
125114,GHINDAOANI,Barbati_18-24
125123,VALENI,Barbati_25-34
125132,DRAGANESTI,Barbati_18-24
125141,PANCESTI,Barbati_18-24
125150,GADINTI,Barbati_18-24
125169,NEGRESTI,Barbati_18-24
125178,BOGHICEA,Barbati_18-24
125347,MUNICIPIUL SLATINA,Barbati_18-24
125374,SLATIOARA,Barbati_18-24
125418,ORAS BALS,Barbati_18-24
125472,MUNICIPIUL CARACAL,Barbati_18-24
125490,DRAGHICENI,Barbati_18-24
125542,ORAS CORABIA,Barbati_18-24
