Siruta,Localitate,Categorie
159767,ORAS SULINA,Barbati_18-24
159785,BAIA,Barbati_18-24
159847,BEIDAUD,Femei_35-44
159883,C.A. ROSETTI,Femei_35-44
159945,CARCALIU,Femei_35-44
159963,CASIMCEA,Femei_35-44
160047,CEATALCHIOI,Barbati_18-24
160092,CEAMURLIA DE JOS,Barbati_18-24
160127,CERNA,Barbati_18-24
160172,CHILIA VECHE,Barbati_18-24
160225,CIUCUROVA,Barbati_18-24
160261,CRISAN,Barbati_18-24
160305,DAENI,Barbati_18-24
160323,DOROBANTU,Femei_35-44
160387,FRECATEI,Barbati_18-24
160430,GRECI,Barbati_18-24
160458,GRINDU,Barbati_18-24
160476,HAMCEARCA,Barbati_18-24
160528,HORIA,Barbati_18-24
160564,IZVOARELE,Barbati_18-24
160617,JIJILA,Femei_35-44
160644,JURILOVCA,Femei_35-44
160680,LUNCAVITA,Barbati_18-24
160724,MAHMUDIA,Femei_35-44
160779,MALIUC,Barbati_18-24
160831,MIHAI BRAVU,Barbati_18-24
160877,MIHAIL KOGALNICEANU,Barbati_18-24
160911,MURIGHIOL,Barbati_18-24
160993,NALBANT,Barbati_18-24
161035,NICULITEL,Barbati_18-24
161053,NUFARU,Barbati_18-24
161106,OSTROV,Barbati_18-24
161133,PARDINA,Femei_35-44
161151,PECENEAGA,Femei_35-44
161179,SARICHIOI,Barbati_18-24
161231,SFANTU GHEORGHE,Barbati_18-24
161259,SLAVA CERCHEZA,Barbati_18-24
161286,SMARDAN,Barbati_18-24
161302,SOMOVA,Barbati_18-24
161348,STEJARU,Barbati_18-24
161384,TOPOLOG,Femei_35-44
161464,TURCOAIA,Barbati_18-24
161482,VALEA NUCARILOR,Barbati_18-24
161525,I.C.BRATIANU,Barbati_18-24
161543,VACARENI,Barbati_18-24
161552,BESTEPE,Barbati_18-24
161561,VALEA TEILOR,Barbati_18-24
161794,MUNICIPIUL BARLAD,Barbati_18-24
161829,MUNICIPIUL HUSI,Barbati_18-24
161856,ORAS NEGRESTI,Barbati_18-24
161945,MUNICIPIUL VASLUI,Barbati_18-24
162014,ALBESTI,Barbati_18-24
162069,ALEXANDRU VLAHUTA,Barbati_18-24
162149,ARSURA,Femei_35-44
162194,BANCA,Barbati_18-24
162327,BACANI,Barbati_18-24
162381,BACESTI,Barbati_18-24
162452,BALTENI,Barbati_18-24
162498,BEREZENI,Barbati_18-24
162559,BLAGESTI,Barbati_18-24
162595,BOGDANA,Femei_35-44
162693,BOGDANESTI,Barbati_18-24
162791,BOGDANITA,Femei_35-44
162871,BOTESTI,Barbati_18-24
162924,BUNESTI-AVERESTI,Femei_35-44
163002,CODAESTI,Barbati_18-24
163057,COROIESTI,Femei_35-44
163137,COSTESTI,Barbati_18-24
163208,CRETESTI,Femei_35-44
163253,DANESTI,Barbati_18-24
163324,DELENI,Barbati_18-24
163379,DELESTI,Femei_35-44
163486,DRAGOMIRESTI,Femei_35-44
163618,DRANCENI,Barbati_18-24
163681,DUDA-EPURENI,Femei_35-44
163734,DUMESTI,Femei_35-44
163789,EPURENI,Barbati_18-24
163832,FALCIU,Barbati_18-24
163903,GAGESTI,Barbati_18-24
163967,GHERGHESTI,Barbati_18-24
164062,GARCENI,Barbati_18-24
164133,GRIVITA,Barbati_18-24
164197,HOCENI,Barbati_18-24
164277,DIMITRIE CANTEMIR,Barbati_18-24
164339,IANA,Barbati_18-24
164393,IVANESTI,Barbati_18-24
164543,IVESTI,Barbati_18-24
164598,LAZA,Barbati_18-24
164687,LIPOVAT,Barbati_18-24
164749,LUNCA BANULUI,Femei_35-44
164829,MALUSTENI,Barbati_18-24
164892,MICLESTI,Barbati_18-24
164936,MUNTENII DE JOS,Barbati_18-24
164981,ORAS MURGENI,Barbati_18-24
165069,OLTENESTI,Femei_35-44
165130,OSESTI,Femei_35-44
165185,PADURENI,Barbati_18-24
165274,PERIENI,Barbati_18-24
165336,POIENESTI,Femei_35-44
165416,POGANA,Barbati_18-24
165470,PUIESTI,Barbati_18-24
165611,PUNGESTI,Barbati_18-24
165719,REBRICEA,Barbati_18-24
165817,ROSIESTI,Barbati_18-24
165899,SOLESTI,Barbati_18-24
165979,STANILESTI,Barbati_18-24
166057,STEFAN CEL MARE,Barbati_18-24
166137,SULETEA,Barbati_18-24
166182,TANACU,Barbati_18-24
166235,TACUTA,Barbati_18-24
166315,TATARANI,Femei_35-44
166413,TODIRESTI,Barbati_18-24
166529,TUTOVA,Barbati_18-24
166636,VALENI,Barbati_18-24
166672,VETRISOAIA,Barbati_18-24
166707,VIISOARA,Barbati_18-24
166770,VINDEREI,Femei_35-44
166869,VOINESTI,Barbati_18-24
166985,VULTURESTI,Barbati_18-24
167035,VUTCANI,Barbati_18-24
167071,ZAPODENI,Barbati_18-24
167179,ZORLENI,Barbati_18-24
167222,IBANESTI,Femei_35-44
167231,FRUNTISENI,Barbati_18-24
167240,RAFAILA,Barbati_18-24
167259,POGONESTI,Barbati_18-24
167268,CIOCANI,Femei_35-44
167277,COZMESTI,Barbati_18-24
167286,DODESTI,Barbati_18-24
167295,FERESTI,Barbati_18-24
167302,MUNTENII DE SUS,Barbati_18-24
167311,POCHIDIA,Barbati_18-24
167320,PUSCASI,Barbati_18-24
167473,MUNICIPIUL RAMNICU VALCEA,Barbati_18-24
167641,ORAS BAILE GOVORA,Barbati_18-24
167696,ORAS BAILE OLANESTI,Barbati_18-24
167794,ORAS BREZOI,Barbati_18-24
167909,ORAS CALIMANESTI,Barbati_18-24
167981,MUNICIPIUL DRAGASANI,Barbati_18-24
168041,ORAS HOREZU,Barbati_18-24
168130,ORAS OCNELE MARI,Barbati_18-24
168229,ALUNU,Barbati_18-24
168309,AMARASTI,Barbati_18-24
168372,ORAS BABENI,Barbati_18-24
168452,ORAS BALCESTI,Barbati_18-24
168559,BARBATESTI,Barbati_18-24
168602,ORAS BERBESTI,Barbati_18-24
168675,BERISLAVESTI,Barbati_18-24
168755,BOISOARA,Barbati_18-24
168791,BUDESTI,Barbati_18-24
168880,BUJORENI,Barbati_18-24
168960,BUNESTI,Barbati_18-24
169039,CERNISOARA,Femei_35-44
169119,CAINENI,Barbati_18-24
169182,COPACENI,Barbati_18-24
169253,COSTESTI,Barbati_18-24
169306,CRETENI,Femei_35-44
169351,DAESTI,Barbati_18-24
169404,DANICEI,Barbati_18-24
169547,DRAGOESTI,Femei_35-44
169583,FAURESTI,Barbati_18-24
169681,FARTATESTI,Barbati_18-24
169896,FRANCESTI,Barbati_18-24
169994,GALICEA,Femei_35-44
170097,GHIOROIU,Barbati_18-24
170168,GLAVILE,Barbati_18-24
170220,GOLESTI,Barbati_18-24
170346,GRADISTEA,Femei_35-44
170444,GUSOENI,Barbati_18-24
170514,IONESTI,Barbati_18-24
170612,LALOSU,Barbati_18-24
170685,LADESTI,Barbati_18-24
170792,LAPUSATA,Barbati_18-24
170872,LIVEZI,Barbati_18-24
170952,LUNGESTI,Barbati_18-24
171021,MALAIA,Barbati_18-24
171067,MATEESTI,Barbati_18-24
171101,MACIUCA,Barbati_18-24
171209,MADULARI,Barbati_18-24
171272,MALDARESTI,Barbati_18-24
171325,MIHAESTI,Barbati_18-24
171469,MILCOIU,Barbati_18-24
171539,MUEREASCA,Barbati_18-24
171628,NICOLAE BALCESCU,Barbati_18-24
171806,OLANU,Barbati_18-24
171879,ORLESTI,Barbati_18-24
171931,OTESANI,Barbati_18-24
171995,PAUSESTI,Barbati_18-24
172082,PAUSESTI-MAGLASI,Barbati_18-24
172153,PERISANI,Barbati_18-24
172279,PESCEANA,Barbati_18-24
172340,PIETRARI,Barbati_18-24
172377,POPESTI,Barbati_18-24
172457,PRUNDENI,Barbati_18-24
172509,RACOVITA,Barbati_18-24
172581,ROESTI,Barbati_18-24
172698,ROSIILE,Barbati_18-24
172812,RUNCU,Barbati_18-24
172894,SALATRUCEL,Barbati_18-24
172947,SCUNDU,Barbati_18-24
172992,SINESTI,Barbati_18-24
173061,SLATIOARA,Barbati_18-24
173132,STANESTI,Femei_35-44
173230,STOENESTI,Barbati_18-24
173374,STOILESTI,Femei_35-44
173533,STROESTI,Barbati_18-24
173597,SUTESTI,Barbati_18-24
173686,SIRINEASA,Barbati_18-24
173748,STEFANESTI,Barbati_18-24
173793,SUSANI,Barbati_18-24
173855,TETOIU,Barbati_18-24
173935,TOMSANI,Barbati_18-24
174021,VAIDEENI,Barbati_18-24
174085,VALEA MARE,Barbati_18-24
174156,VLADESTI,Barbati_18-24
174218,VOICESTI,Barbati_18-24
174254,VOINEASA,Barbati_18-24
174290,ZATRENI,Femei_35-44
174496,TITESTI,Barbati_18-24
174502,DICULESTI,Femei_35-44
174511,LACUSTENI,Barbati_18-24
174520,MITROFANI,Barbati_18-24
174744,MUNICIPIUL FOCSANI,Barbati_18-24
174780,CAMPINEANCA,Barbati_18-24
174824,GOLESTI,Barbati_18-24
174860,MUNICIPIUL ADJUD,Barbati_18-24
174922,ORAS MARASESTI,Barbati_18-24
175019,ORAS ODOBESTI,Barbati_18-24
175055,ORAS PANCIU,Barbati_18-24
175126,ANDREIASU DE JOS,Barbati_18-24
175206,BALESTI,Barbati_18-24
175224,BARSESTI,Barbati_18-24
175260,BOGHESTI,Barbati_18-24
175368,BOLOTESTI,Barbati_18-24
175439,BORDESTI,Barbati_18-24
175466,BROSTENI,Barbati_18-24
175509,CHIOJDENI,Barbati_18-24
175590,CIORASTI,Barbati_18-24
175670,CAMPURI,Barbati_18-24
175732,CARLIGELE,Barbati_18-24
175787,CORBITA,Barbati_18-24
175885,COTESTI,Barbati_18-24
175938,DUMBRAVENI,Barbati_18-24
175983,DUMITRESTI,Barbati_18-24
176150,FITIONESTI,Barbati_18-24
176212,GAROAFA,Barbati_18-24
176301,GUGESTI,Barbati_18-24
176338,GURA CALITEI,Barbati_18-24
176445,HOMOCEA,Barbati_18-24
176506,JARISTEA,Barbati_18-24
176551,JITIA,Barbati_18-24
176613,MAICANESTI,Barbati_18-24
176686,MERA,Barbati_18-24
176748,MILCOVUL,Barbati_18-24
176793,MOVILITA,Barbati_18-24
176855,NANESTI,Barbati_18-24
176891,NARUJA,Barbati_18-24
176944,NEREJU,Barbati_18-24
177003,NISTORESTI,Barbati_18-24
177101,PALTIN,Barbati_18-24
177236,PAUNESTI,Barbati_18-24
177263,POIANA CRISTEI,Barbati_18-24
177352,PUFESTI,Barbati_18-24
177405,RACOASA,Barbati_18-24
177469,REGHIU,Barbati_18-24
177557,RUGINESTI,Barbati_18-24
177600,SIHLEA,Barbati_18-24
177655,SLOBOZIA BRADULUI,Barbati_18-24
177726,SLOBOZIA CIORASTI,Barbati_18-24
177762,SOVEJA,Barbati_18-24
177799,STRAOANE,Barbati_18-24
177842,SURAIA,Barbati_18-24
177879,TANASOAIA,Barbati_18-24
177986,TATARANU,Barbati_18-24
178046,TAMBOESTI,Barbati_18-24
178117,TULNICI,Barbati_18-24
178180,TIFESTI,Barbati_18-24
178279,URECHESTI,Barbati_18-24
178313,VALEA SARII,Barbati_18-24
178377,VIDRA,Barbati_18-24
178475,VINTILEASCA,Barbati_18-24
178545,VIZANTEA-LIVEZI,Barbati_18-24
178607,VANATORI,Barbati_18-24
178689,VARTESCOIU,Barbati_18-24
178750,VRANCIOAIA,Barbati_18-24
178821,VULTURU,Barbati_18-24
178885,NEGRILESTI,Barbati_18-24
178894,PLOSCUTENI,Barbati_18-24
178901,POPESTI,Barbati_18-24
178910,PAULESTI,Barbati_18-24
178929,BILIESTI,Barbati_18-24
178938,GOLOGANU,Barbati_18-24
178947,OBREJITA,Barbati_18-24
178956,RASTOACA,Barbati_18-24
178965,SPULBER,Barbati_18-24
179132,BUCURESTI SECTORUL 1,Barbati_18-24
179221,ORAS BRAGADIRU,Barbati_18-24
179249,CHIAJNA,Barbati_18-24
179285,ORAS CHITILA,Barbati_18-24
179310,DOBROESTI,Barbati_18-24
179347,GLINA,Barbati_18-24
179383,JILAVA,Barbati_18-24
179409,ORAS MAGURELE,Barbati_18-24
179463,MOGOSOAIA,Barbati_18-24
179481,ORAS OTOPENI,Barbati_18-24
179515,ORAS PANTELIMON,Barbati_18-24
179533,ORAS POPESTI-LEORDENI,Barbati_18-24
179551,ORAS VOLUNTARI,Barbati_18-24
179588,COPACENI,Barbati_18-24
179604,POIENILE IZEI,Femei_35-44
179613,SIEU,Barbati_18-24
179622,GROSII TIBLESULUI,Femei_35-44
179631,TREZNEA,Barbati_18-24
179640,VULCANA-PANDELE,Barbati_18-24
179659,NEGRILESTI,Barbati_18-24
179677,CAMIN,Femei_35-44
179686,DUMITRITA,Femei_25-34
179695,SIMISNA,Femei_35-44
179702,TRAIAN,Barbati_18-24
179711,VLADENI,Barbati_18-24
179720,POIANA ILVEI,Femei_35-44
179739,MALU,Barbati_18-24
179748,COSOBA,Barbati_18-24
179757,HERASTI,Barbati_18-24
179766,ISVOARELE,Femei_35-44
179775,SABARENI,Barbati_18-24
179784,BORANESTI,Barbati_18-24
179793,BUESTI,Barbati_18-24
179800,MAIA,Barbati_18-24
179819,OGRADA,Barbati_18-24
179828,ROSIORI,Barbati_18-24
179837,COAS,Femei_35-44
179846,COLTAU,Femei_35-44
179855,GARDANI,Barbati_18-24
179864,ONCESTI,Femei_35-44
179873,AGRIS,Femei_35-44
179882,CIUMESTI,Femei_35-44
179891,RACIU,Barbati_18-24
179908,PIETRARI,Barbati_18-24
179917,RAU ALB,Barbati_18-24
179926,RASCAETI,Barbati_18-24
179935,PERSINARI,Barbati_18-24
179944,RUNCU SALVEI,Barbati_18-24
179953,CICEU - MIHAIESTI,Femei_35-44
179962,GALBINASI,Barbati_18-24
179971,COLELIA,Barbati_18-24
179980,MARCULESTI,Barbati_18-24
179999,MOLDOVENI,Barbati_18-24
180000,PLATONESTI,Barbati_18-24
180019,SARATENI,Barbati_18-24
180028,PORUMBESTI,Barbati_25-34
180037,BOGHIS,Femei_35-44
180046,GURA IALOMITEI,Barbati_18-24
180055,CRIVAT,Barbati_18-24
180064,BARBULESTI,Femei_18-24
180091,RACSA,Barbati_18-24
